host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,about_length,days_hosting,num_verifications,num_amenities
within an hour,1,1,t,2,t,t,Entire home/apt,4,2 baths,2,2,126,2,30,4,19,39,129,76,68,7,4.87,4.91,4.96,4.99,4.97,4.26,4.84,f,26.82,34,1525,4,36
within an hour,1,1,t,6,t,t,Entire home/apt,12,2.5 baths,4,6,508,1,29,6,22,42,276,92,77,7,5,5,4.95,4.99,5,4.98,4.82,f,9.14,40,2861,7,56
within an hour,1,1,t,1,t,f,Entire home/apt,2,1 bath,1,0,129,2,3,0,24,33,33,32,31,3,5,4.97,5,5,4.97,4.91,4.88,t,2.57,0,455,2,29
within an hour,1,0.99,t,0,t,t,Entire home/apt,8,2 baths,2,2,155,2,14,2,21,37,312,47,47,4,4.98,4.96,4.96,5,5,4.94,4.96,t,6.44,79,2889,4,39
within an hour,1,0.99,t,0,t,t,Entire home/apt,5,1 bath,2,2,140,1,1125,2,16,32,117,100,86,3,4.86,4.9,4.89,4.99,4.99,4.74,4.81,f,17.86,0,787,2,59
within an hour,1,0.99,t,5,t,t,Entire home/apt,2,1 bath,1,1,180,1,22,6,31,47,47,75,56,3,4.89,4.93,4.96,5,5,4.88,4.88,t,5.81,57,722,4,37
within an hour,1,0.92,t,0,t,t,Entire home/apt,4,1 bath,1,2,110,2,20,18,38,62,152,30,24,4,5,4.93,5,5,5,4.97,4.9,f,2.06,81,3166,5,39
within an hour,1,0.98,t,1,t,t,Entire home/apt,7,1 bath,2,4,110,29,1125,0,26,56,270,4,4,1,5,5,5,5,5,5,5,t,0.33,170,1529,9,49
within an hour,1,0.99,f,574,t,t,Entire home/apt,6,2 baths,3,4,241,2,1125,7,22,46,321,26,21,1,4.73,4.88,4.81,4.96,4.96,4.73,4.62,t,1.79,61,1659,3,31
within an hour,1,1,t,4,t,t,Entire home/apt,3,1 bath,2,2,67,30,365,0,0,0,44,3,3,0,5,5,5,5,5,5,5,f,0.53,67,1335,6,34
within an hour,0.96,1,t,4,t,t,Private room,2,1.5 shared baths,1,1,93,1,15,21,21,21,21,51,38,4,4.78,4.78,4.76,4.86,4.84,4.84,4.76,t,3.5,37,809,6,25
within an hour,1,0.98,t,1,t,t,Entire home/apt,5,2 baths,3,3,135,29,1125,9,18,48,138,8,6,1,5,5,5,5,5,5,4.75,t,0.58,170,1529,9,29
within an hour,0.96,1,t,4,t,t,Private room,2,1.5 shared baths,1,1,94,1,45,22,22,22,22,53,42,0,4.92,4.87,4.91,4.87,4.83,4.89,4.68,t,8.59,37,809,6,22
within an hour,0.96,1,t,4,t,t,Private room,1,1.5 shared baths,1,1,80,1,45,19,19,19,19,39,31,2,4.95,4.95,4.92,5,5,5,4.95,t,6.84,37,809,6,27
within a few hours,1,1,f,0,t,t,Private room,2,1 private bath,1,1,300,2,7,25,55,59,59,5,3,0,5,5,5,5,5,5,5,f,0.39,110,3171,6,19
within a few hours,1,0.78,f,2,t,f,Entire home/apt,7,1 bath,2,2,162,3,1125,9,31,58,333,28,26,4,4.64,4.79,4.5,4.89,4.93,4.86,4.82,f,2.12,107,2109,2,33
within an hour,1,1,t,1,t,t,Entire home/apt,7,2.5 baths,3,4,199,30,150,0,0,0,0,3,3,0,5,5,5,5,5,5,5,t,0.26,97,1557,8,45
within an hour,1,1,t,18,t,f,Entire home/apt,2,1 bath,1,1,36,2,7,26,56,86,86,17,12,0,4.65,4.71,4.71,4.88,4.76,4.82,4.59,t,1.23,13,1490,4,11
within an hour,1,1,t,16,t,t,Entire home/apt,6,1 bath,2,3,136,1,365,17,39,60,335,55,49,0,4.8,4.84,4.98,4.93,4.93,4.91,4.84,t,12.69,35,980,4,37
within an hour,1,1,t,21,t,t,Entire home/apt,8,2.5 baths,3,3,259,2,14,14,37,61,336,40,31,2,4.88,4.95,4.9,5,5,4.9,4.78,t,2.88,147,3773,7,50
within an hour,1,1,t,0,t,f,Entire home/apt,2,1 bath,1,1,91,1,1125,2,14,27,254,171,154,11,4.98,4.99,4.99,4.99,5,4.96,4.98,t,44.22,0,679,2,48
within a day,1,0.9,t,0,t,f,Entire home/apt,4,1 bath,1,1,150,2,1125,0,0,15,15,16,14,0,4.75,4.69,4.94,4.75,4.75,5,4.75,f,1.29,0,427,2,34
within a few hours,1,0.89,t,0,t,f,Entire home/apt,4,2 baths,2,3,116,2,1125,20,50,80,170,27,26,5,4.81,4.78,4.89,5,5,4.78,4.85,f,2.19,0,426,2,55
within an hour,1,1,t,0,t,t,Entire home/apt,5,1 bath,2,3,135,2,1125,11,27,47,47,42,42,7,5,5,5,5,4.95,4.88,4.98,t,5.75,61,2174,5,58
within an hour,0.86,0.5,f,0,t,t,Entire home/apt,4,1 bath,2,2,130,30,1125,17,45,75,165,1,1,0,5,5,5,5,5,5,5,f,0.08,22,2460,10,26
within an hour,1,1,t,0,t,f,Entire home/apt,5,1 bath,2,3,141,2,1125,8,25,48,231,19,17,0,4.95,5,4.79,5,5,5,4.79,t,1.49,153,418,2,47
within an hour,1,1,f,188,t,t,Entire home/apt,12,3 baths,3,6,266,2,1125,9,26,42,249,31,28,2,4.77,4.9,4.77,4.77,4.71,4.84,4.74,t,2.4,165,1502,4,31
within an hour,1,1,f,0,t,t,Entire home/apt,2,1 bath,1,1,75,1,7,13,29,34,41,10,10,7,4.9,5,5,5,5,4.8,4.8,t,6.82,31,1540,6,39
within a few hours,0.9,0.93,t,0,t,t,Entire home/apt,12,3 baths,4,6,375,3,1125,19,42,65,337,33,31,0,4.97,4.94,4.94,4.97,4.97,5,4.94,t,2.56,0,411,6,34
within an hour,1,0.99,t,0,t,t,Entire home/apt,3,1 bath,1,2,118,2,1125,0,0,0,259,70,60,1,4.96,4.97,5,4.99,4.99,4.94,4.96,t,5.79,139,409,2,69
within an hour,1,0.95,t,6,t,f,Entire home/apt,2,1 bath,2,2,145,2,1125,0,0,15,105,6,1,0,4.83,4.5,4.67,5,5,4.67,4,f,0.45,114,3339,8,28
within an hour,1,0.9,t,5,t,t,Entire home/apt,4,1 bath,2,2,155,5,1125,8,28,47,137,54,49,3,4.98,4.94,4.94,5,5,4.91,4.85,f,7.86,218,2992,6,42
within an hour,1,1,t,1,t,t,Entire home/apt,3,1 bath,1,1,101,1,4,15,29,53,143,45,40,3,4.98,4.96,5,4.98,4.96,4.91,4.89,t,3.48,0,1992,6,28
within a few hours,1,0.89,t,0,t,f,Entire home/apt,6,1 bath,2,3,155,2,14,10,35,61,151,28,27,2,4.86,4.93,4.79,5,4.93,5,4.93,f,2.26,35,403,2,49
within an hour,1,1,t,4,t,t,Entire home/apt,4,2 baths,2,2,209,1,365,8,19,37,312,34,34,3,4.91,5,4.97,4.97,4.97,4.79,4.97,t,3.81,77,856,2,33
within an hour,1,1,t,0,t,f,Entire home/apt,4,1 bath,1,2,147,2,1125,12,42,72,162,34,34,0,4.88,4.97,4.88,5,5,4.79,4.97,t,3.12,11,2258,2,35
within an hour,1,0.97,t,5,t,t,Entire home/apt,4,1 bath,2,2,131,2,30,0,0,0,0,19,19,3,4.94,5,5,5,4.94,4.72,4.83,f,1.69,0,1351,4,20
within an hour,1,0.97,t,5,t,t,Entire home/apt,4,1 bath,2,3,113,2,30,16,42,72,347,23,23,2,4.91,4.96,4.87,4.87,4.91,4.78,4.87,f,2.36,0,1351,4,19
within a day,1,1,f,1,t,t,Entire home/apt,4,2.5 baths,3,3,149,30,365,0,0,0,231,1,1,0,5,5,5,5,5,5,5,f,0.61,29,3362,4,17
within an hour,1,0.97,t,5,t,t,Entire home/apt,8,2 baths,4,4,237,2,30,13,39,67,342,16,16,2,5,5,5,5,5,5,5,f,1.4,0,1351,4,31
within an hour,1,1,t,0,t,t,Entire home/apt,10,2 baths,4,5,414,3,14,21,44,59,59,44,41,3,4.98,4.95,5,4.93,4.98,4.52,4.7,t,3.44,0,398,3,41
within an hour,1,1,t,1,t,f,Entire home/apt,6,2 baths,4,4,186,2,10,6,31,55,145,45,42,5,4.8,4.93,4.69,4.96,4.98,4.84,4.87,t,3.55,28,1896,3,38
within an hour,1,0.99,t,2,t,f,Entire home/apt,4,1 bath,2,2,118,2,1125,14,35,65,340,39,39,2,4.97,4.97,5,5,5,4.9,4.85,t,3.77,197,2085,4,60
within an hour,1,0.97,t,0,t,f,Entire home/apt,6,1.5 baths,3,3,136,2,14,13,33,51,326,31,31,1,5,5,4.9,5,5,4.94,4.87,f,6.16,0,393,2,58
within an hour,1,0.95,t,1,t,t,Entire home/apt,2,1 bath,1,1,329,3,6,7,37,67,67,8,8,4,5,5,5,5,5,5,5,f,3.69,0,2150,5,23
within an hour,0.9,1,t,0,t,f,Entire home/apt,2,1 bath,1,1,76,2,1125,7,14,44,134,46,46,5,4.98,4.96,4.91,4.98,4.98,4.89,4.98,t,3.77,0,1365,2,17
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,9,4 baths,3,5,299,3,1125,16,43,73,348,17,16,1,4.71,4.76,4.88,4.94,4.82,5,4.76,t,1.34,61,1489,3,18
within an hour,1,1,t,1,t,t,Private room,2,1 private bath,1,1,78,1,365,27,57,87,177,23,22,5,4.7,4.83,5,5,4.87,4.78,4.7,t,11.9,0,1654,5,21
within an hour,1,1,t,3,t,t,Entire home/apt,4,2.5 baths,2,2,147,2,30,2,16,42,291,104,102,8,4.97,4.98,5,5,4.98,4.95,4.97,f,14.05,132,3712,8,62
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,438,1,365,16,42,68,336,11,11,1,5,5,4.91,4.91,4.91,4.82,4.64,t,0.98,0,1376,8,32
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,116,2,1125,12,37,67,79,65,63,6,4.97,5,5,4.98,5,4.94,4.78,t,10.48,25,2129,5,28
within an hour,1,0.98,t,0,t,t,Entire home/apt,4,1 bath,1,6,140,3,14,0,0,0,0,32,32,1,4.94,4.94,5,4.97,5,4.97,4.94,f,2.67,8,465,4,27
within an hour,1,0.99,t,0,t,t,Entire home/apt,4,1 bath,1,2,147,1,90,8,34,64,168,86,79,9,4.98,4.99,4.97,5,5,4.94,4.91,f,8.63,0,1425,3,44
within an hour,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,153,2,5,11,18,18,18,42,42,4,4.93,4.98,4.98,5,4.98,5,4.86,t,42,37,1928,6,28
within an hour,1,1,t,4,t,t,Entire home/apt,6,2.5 baths,3,4,237,2,30,10,31,55,145,17,17,3,5,5,4.88,5,4.94,5,4.94,f,1.47,0,1553,6,40
within an hour,1,1,t,0,t,t,Entire home/apt,6,1 bath,2,2,153,1,28,0,1,1,91,28,28,1,4.82,4.96,4.89,5,4.96,4.82,4.86,t,28,68,385,4,59
within an hour,1,1,t,0,t,t,Entire home/apt,10,2 baths,4,6,288,3,1125,13,26,44,314,6,6,0,5,5,5,5,5,5,5,t,0.82,0,1835,5,23
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,2,1 bath,1,1,131,2,1125,16,46,76,351,24,24,1,4.42,4.54,4.17,4.75,4.46,4.67,4.33,t,2.27,61,1489,3,24
a few days or more,0,0.93,f,0,t,t,Private room,2,1 private bath,1,1,59,1,30,0,0,0,268,10,10,0,4.9,4.9,5,5,5,4.9,4.6,f,0.82,0,1791,5,41
within an hour,1,0.99,t,0,t,t,Private room,2,1 private bath,1,1,150,2,29,15,20,32,32,38,38,3,4.84,4.87,4.92,4.97,4.95,5,4.87,f,7.04,0,1084,5,35
within an hour,1,0.99,t,2,t,f,Entire home/apt,6,2 baths,2,3,139,2,28,8,22,42,310,60,60,5,4.97,4.97,4.98,5,4.98,4.87,4.92,t,48.65,34,1043,2,31
within an hour,1,0.98,t,0,t,t,Entire home/apt,11,2 baths,4,6,378,4,1125,2,21,39,286,33,33,3,4.97,4.97,4.97,4.97,4.97,4.88,4.88,t,10.65,0,1754,4,54
within an hour,1,0.96,t,0,t,f,Private room,3,1 private bath,1,1,140,1,3,16,28,29,29,33,31,1,4.97,4.94,5,4.94,4.97,4.91,4.91,t,2.65,0,1666,1,30
within an hour,1,1,t,2,t,f,Entire home/apt,2,1 bath,1,1,136,2,21,20,50,80,355,23,23,4,4.96,5,5,5,5,4.65,4.78,f,2.09,0,1365,2,40
within an hour,1,1,t,1,t,t,Entire home/apt,6,1 bath,2,3,137,1,14,2,21,32,122,111,110,5,4.98,4.96,4.95,5,4.98,4.94,4.95,t,11.4,113,2020,8,35
within an hour,1,1,f,3,t,t,Entire home/apt,11,3 baths,4,4,698,1,1125,16,40,70,114,42,42,3,4.64,4.5,4.74,4.88,4.88,4.98,4.48,t,7.54,27,1756,8,35
within an hour,1,0.98,t,0,t,t,Entire home/apt,6,2 baths,3,4,143,2,1125,6,31,61,151,39,38,5,4.95,4.97,4.97,5,5,4.87,4.95,f,3.15,37,1834,5,36
within an hour,0.89,0.99,f,729,t,f,Entire home/apt,4,2 baths,2,2,168,2,1125,12,33,63,338,6,6,1,4.5,4.67,4.83,5,5,4.5,4.33,t,0.52,61,1489,3,30
within an hour,0.95,1,f,0,t,f,Entire home/apt,2,1 bath,1,1,160,2,1125,4,19,36,126,58,57,3,4.74,4.93,4.76,4.9,4.88,4.91,4.79,t,33.46,0,1685,3,35
within an hour,1,1,t,1,t,t,Entire home/apt,4,2 baths,2,2,184,1,7,1,1,1,1,1,1,0,5,5,5,5,5,5,5,t,0.26,80,1252,5,59
within an hour,1,0.99,t,0,t,f,Entire home/apt,6,2 baths,3,3,141,2,1125,8,22,39,129,57,57,1,4.89,4.98,4.89,5,5,4.95,4.88,t,25.15,0,1335,2,35
within an hour,1,1,f,188,t,t,Entire home/apt,9,2.5 baths,2,5,320,2,1125,15,43,70,297,7,7,2,5,4.86,5,5,5,4.86,5,t,0.99,165,1502,4,28
within an hour,1,0.94,t,0,t,t,Private room,2,1 private bath,1,1,71,1,1125,19,39,58,333,17,17,4,4.88,5,4.88,5,5,4.88,4.76,f,1.65,0,2094,6,53
within an hour,1,0.99,t,0,t,f,Entire home/apt,5,1 bath,1,2,147,2,10,16,41,71,161,54,54,4,4.91,4.87,4.89,5,5,4.94,4.91,t,5,0,372,2,41
within an hour,1,1,t,0,t,f,Entire home/apt,2,1 bath,1,2,165,2,7,15,30,45,135,46,46,7,4.96,4.96,5,4.96,4.96,4.91,4.89,f,7.8,0,1398,2,44
within an hour,1,0.94,t,2,t,t,Entire home/apt,2,1 bath,1,1,156,1,1125,16,42,57,167,28,28,1,4.79,4.86,4.89,4.96,4.89,4.96,4.79,f,2.85,51,596,6,37
within an hour,1,0.97,t,0,t,t,Entire home/apt,6,1 bath,3,3,166,3,28,1,26,45,135,37,37,3,5,4.95,4.92,5,5,4.92,4.86,f,3.76,24,2367,5,51
within an hour,1,0.98,t,3,t,t,Entire home/apt,6,2 baths,3,4,272,2,14,10,21,24,24,58,58,2,4.71,4.78,4.78,4.93,4.93,4.88,4.59,f,5.1,44,1782,8,53
within an hour,1,0.95,t,1,t,t,Entire home/apt,3,1 bath,1,1,86,2,4,0,0,0,0,35,35,3,4.97,5,5,4.97,5,5,5,t,3.56,12,3314,3,42
within an hour,1,0.98,t,0,t,t,Entire home/apt,2,1 bath,1,1,100,3,1125,10,31,33,33,57,57,7,4.98,5,5,5,4.98,4.95,4.93,f,12.67,35,362,2,45
within an hour,1,1,t,0,t,t,Entire home/apt,2,1 bath,1,1,60,2,1125,3,10,17,85,64,64,2,5,4.95,4.97,5,5,4.92,4.97,t,13.52,19,2646,5,55
within an hour,1,0.89,t,0,t,f,Entire home/apt,4,2 baths,2,2,218,3,10,7,16,16,27,20,20,5,4.8,4.85,4.7,4.9,4.95,4.6,4.8,f,1.78,42,1522,2,24
within an hour,1,1,f,0,t,f,Entire home/apt,11,3 baths,5,6,272,3,1125,15,36,56,146,16,16,2,4.88,4.88,4.88,5,5,4.94,5,t,1.59,0,2410,4,51
within a few hours,1,0.96,t,1,t,t,Entire home/apt,2,1 bath,1,1,175,30,1125,23,53,83,83,12,12,0,5,5,5,5,5,4.92,5,f,1.07,75,2985,8,32
within an hour,1,0.99,t,0,t,f,Entire home/apt,6,2 baths,3,3,159,4,21,7,25,46,310,37,37,2,4.86,4.97,4.81,5,5,4.86,4.86,t,3.16,0,910,2,34
within a day,1,0.95,t,0,t,t,Entire home/apt,6,0 baths,2,2,146,2,1125,0,0,0,0,12,12,3,4.92,4.92,5,5,5,4.92,4.92,t,1.53,57,2119,7,41
within an hour,1,1,t,2,t,t,Private room,2,1 private bath,1,1,96,2,1125,4,20,40,315,21,21,3,5,5,5,5,5,4.95,5,f,1.91,63,715,6,37
within an hour,1,1,t,0,t,f,Entire home/apt,6,1 bath,1,3,180,2,1125,3,15,31,201,70,70,9,4.96,4.97,4.94,4.97,5,4.96,4.89,t,17.95,0,636,2,41
within an hour,1,0.99,t,0,t,t,Entire home/apt,2,1 bath,1,1,122,2,14,5,18,41,218,71,71,10,5,5,5,5,5,4.99,4.96,f,14.3,8,2684,6,44
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,2,466,1,365,22,46,71,346,15,15,0,4.93,5,5,4.93,4.87,5,4.8,t,3.98,0,1376,8,32
within an hour,0.98,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,106,1,29,17,42,72,347,123,123,11,4.87,4.92,4.96,4.94,4.85,4.96,4.86,t,14.76,52,1035,4,14
within a day,0.8,0.58,f,4,t,t,Entire home/apt,4,1 bath,2,2,170,2,1125,13,40,70,160,10,10,1,4.8,4.9,4.5,4.9,4.7,5,4.9,f,0.91,15,3289,4,20
within an hour,1,1,t,0,t,t,Entire home/apt,3,1 bath,1,2,120,3,7,14,36,66,82,38,38,3,4.97,4.95,5,4.97,5,4.97,4.95,t,3.52,0,874,2,29
within an hour,1,1,t,0,t,f,Entire home/apt,7,2.5 baths,4,6,218,1,1125,10,32,49,139,35,35,4,5,4.97,5,4.97,4.97,4.97,4.94,t,5.77,0,1704,2,55
within an hour,1,0.75,t,0,t,t,Private room,4,1 shared bath,1,5,70,180,1125,0,0,0,169,6,6,0,5,5,5,5,5,5,5,f,0.56,0,1074,4,60
within an hour,1,0.97,t,2,t,f,Entire home/apt,4,1 bath,1,2,57,1,14,16,40,46,46,45,45,6,4.87,4.89,4.96,4.91,4.91,4.89,4.87,t,6.59,88,2506,2,40
within an hour,1,0.98,t,0,t,t,Entire home/apt,4,3 baths,2,2,350,3,1125,1,14,23,242,21,21,3,5,5,4.95,5,5,5,5,f,3.41,244,657,5,33
within an hour,1,1,t,110,t,t,Entire home/apt,6,1 bath,3,2,252,1,365,15,30,39,84,10,10,0,4.6,4.6,4.9,4.7,4.8,5,4.8,t,1.01,0,1376,8,35
within an hour,1,1,t,1,t,t,Entire home/apt,2,1 bath,1,1,110,2,14,5,22,39,300,72,72,7,5,4.99,4.99,4.99,4.99,4.92,4.94,t,13.09,51,1505,6,18
within an hour,1,1,t,16,t,t,Entire home/apt,6,1 bath,2,3,147,1,365,15,37,58,333,51,51,3,4.82,4.88,4.98,4.82,4.92,4.86,4.65,t,4.92,35,980,4,38
within an hour,1,0.99,t,0,t,t,Entire home/apt,5,1 bath,2,2,147,1,1125,11,33,63,338,69,69,8,4.97,5,5,5,4.99,4.9,4.97,t,7.04,27,1132,7,60
within an hour,1,1,f,0,t,t,Entire home/apt,6,2 baths,3,4,250,2,160,7,22,36,168,26,26,5,5,5,5,5,5,5,5,f,5.69,43,329,4,60
within an hour,1,1,t,110,t,t,Entire home/apt,4,2 baths,2,3,424,1,365,13,39,65,340,14,14,0,4.86,5,4.93,4.93,4.93,5,4.57,t,1.53,0,1376,8,31
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,509,1,365,15,39,69,344,16,16,1,4.94,4.94,4.88,4.94,5,5,4.69,t,1.63,0,1376,8,29
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,638,1,365,7,31,57,332,17,17,1,4.88,4.94,4.94,5,5,4.88,4.71,t,1.74,0,1376,8,30
within an hour,1,1,t,0,t,t,Entire home/apt,6,2 baths,3,3,110,2,1125,6,6,6,82,16,16,4,4.81,4.94,4.94,4.88,4.94,4.13,4.63,t,2.06,0,1086,7,16
within an hour,1,1,t,1,t,t,Entire home/apt,10,3 baths,4,5,276,1,365,8,24,35,282,69,69,8,5,4.99,4.86,4.99,5,4.81,4.96,t,6.83,0,1526,4,51
within an hour,1,0.98,t,0,t,t,Private room,2,1 private bath,1,1,82,1,5,8,38,68,68,39,39,5,5,5,5,4.97,5,4.9,4.92,t,4.25,0,1020,6,33
within an hour,1,0.99,t,1,t,f,Entire home/apt,2,1 bath,1,1,100,2,1125,11,34,62,337,34,34,5,5,4.97,4.97,5,5,4.88,4.85,t,3.37,46,1325,2,27
within an hour,1,1,t,9,t,t,Entire home/apt,8,2 baths,3,4,291,2,400,7,21,39,115,18,18,3,4.89,4.94,4.67,4.89,4.94,4.83,4.78,t,1.88,66,1732,6,32
within a few hours,1,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,295,2,5,4,5,5,205,4,4,1,5,5,5,5,5,5,5,f,0.67,5,2453,6,18
within an hour,1,0.98,t,0,t,t,Entire home/apt,4,1 bath,1,2,144,1,1125,2,19,43,213,78,78,11,4.83,4.83,4.79,4.96,4.96,4.97,4.73,t,26.29,0,314,4,43
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,466,1,365,21,39,65,340,18,18,3,4.56,4.78,4.89,4.83,4.72,4.72,4.11,t,18,0,1376,8,32
within an hour,1,1,t,110,t,t,Entire home/apt,4,1 bath,1,1,395,1,365,7,26,50,319,13,13,1,4.77,4.69,5,4.85,4.38,5,4.38,t,1.34,0,1376,8,28
within an hour,1,1,f,0,t,t,Entire home/apt,6,2 baths,3,3,95,30,1125,2,15,31,188,4,4,3,5,5,5,5,5,5,5,t,1.67,0,1318,5,40
within an hour,1,0.99,t,0,t,t,Entire home/apt,6,1 bath,2,3,133,1,1125,23,49,79,169,36,36,1,4.81,4.92,5,5,4.97,4.42,4.75,f,4.68,80,706,5,32
within an hour,1,1,t,110,t,t,Entire home/apt,6,2 baths,2,3,424,1,365,11,34,45,45,19,19,1,4.95,4.84,5,5,5,4.95,4.63,t,5.23,0,1376,8,30
within an hour,1,1,t,0,t,f,Entire home/apt,6,1 bath,2,3,213,2,30,9,13,28,28,32,32,4,4.97,4.97,4.91,5,5,4.97,4.94,t,4.21,0,385,2,46
within an hour,1,0.99,t,3,t,t,Entire home/apt,4,1 bath,2,2,205,2,8,17,41,71,71,29,29,3,4.76,4.97,4.59,5,5,4.93,4.83,f,3.01,45,1982,6,37
within an hour,1,1,t,2,t,f,Entire home/apt,2,1 bath,1,1,90,28,1125,0,0,0,15,2,2,0,5,5,4.5,5,5,5,5,f,0.35,98,3202,7,21
within an hour,1,0.98,f,0,t,t,Entire home/apt,4,1 bath,2,2,185,2,1125,21,51,81,356,23,23,5,4.48,4.7,4.65,4.43,4.48,4.83,4.57,t,2.34,0,306,3,10
within an hour,0.98,1,t,2,t,t,Entire home/apt,2,1 bath,1,1,100,1,29,17,47,77,352,130,130,13,4.76,4.78,4.89,4.93,4.85,4.88,4.84,t,12.87,52,1035,4,25
within an hour,1,1,t,0,t,f,Entire home/apt,4,2 baths,2,2,195,2,1125,13,38,68,158,19,19,5,4.79,4.95,4.89,5,4.95,4.89,4.84,t,3.83,0,2062,2,19
within an hour,1,1,f,2,t,f,Entire home/apt,6,2 baths,3,3,350,2,1125,0,0,13,210,1,1,0,5,5,5,5,5,5,5,t,0.29,0,941,1,27
within an hour,1,1,t,0,t,t,Private room,2,1 shared bath,1,0,164,1,365,8,27,42,293,1,1,0,5,5,5,5,5,5,5,t,0.47,46,3303,8,22
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,4,2 baths,2,2,367,1,365,9,27,53,325,5,5,0,4.8,5,5,4.8,5,5,4.2,t,0.88,63,1853,7,40
within a few hours,0.9,0.88,f,2,t,t,Entire home/apt,4,2 baths,2,3,128,3,1125,2,2,2,262,20,20,2,4.4,4.8,4.55,5,4.75,4.9,4.6,f,3.66,72,2465,4,16
within an hour,1,0.95,t,0,t,t,Entire home/apt,4,2 baths,2,2,181,2,31,0,0,0,0,25,25,4,5,4.96,5,5,5,4.96,5,f,7.58,0,1707,8,31
within an hour,1,0.98,t,0,t,f,Entire home/apt,4,1 bath,2,2,171,2,7,15,43,73,73,31,31,3,5,4.97,5,5,5,4.97,5,t,4.97,20,851,2,28
within an hour,1,1,t,0,t,f,Entire home/apt,4,1 bath,1,2,114,1,1125,15,40,64,64,90,90,8,5,5,5,5,5,4.9,4.93,t,15.25,0,804,2,42
within an hour,1,0.94,f,0,t,t,Entire home/apt,2,1 bath,1,1,120,2,1125,8,11,11,248,5,5,3,5,5,5,5,5,5,5,f,0.59,0,3689,4,14
within an hour,1,1,t,11,t,t,Entire home/apt,4,1 bath,1,2,102,1,365,7,32,62,337,80,80,11,4.98,4.93,4.99,4.99,4.99,4.96,4.93,t,17.02,0,601,6,44
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,1,3,119,2,14,5,20,37,127,29,29,4,4.97,5,5,5,5,4.76,4.86,t,4.92,76,816,4,52
within an hour,0.99,0.98,t,171,t,t,Entire home/apt,9,3 baths,4,5,427,1,365,13,33,55,330,8,8,0,4.75,4.88,4.88,5,5,5,4.63,t,1.17,63,1853,7,37
within an hour,0.9,0.97,t,0,t,f,Entire home/apt,4,2 baths,2,2,154,2,7,10,31,61,151,29,29,2,4.97,4.97,4.86,5,4.93,4.93,4.83,t,3.87,0,595,2,38
within an hour,1,1,t,0,t,t,Entire home/apt,5,1 bath,1,4,80,1,1125,2,32,62,62,35,35,3,4.89,4.8,4.94,4.94,4.89,4.74,4.83,f,4.01,0,278,2,43
within an hour,1,0.97,t,0,t,t,Entire home/apt,2,1 bath,1,1,152,2,5,7,30,56,56,42,42,2,5,4.98,4.98,4.98,4.98,4.9,4.93,f,4.75,0,2101,7,34
within an hour,1,0.97,t,0,t,t,Entire home/apt,6,2 baths,3,3,268,5,180,10,40,61,336,17,17,2,5,4.94,4.94,5,5,4.88,4.76,t,2.26,65,2752,7,64
within an hour,1,1,t,110,t,t,Entire home/apt,12,3 baths,5,7,766,1,365,8,30,46,310,23,23,2,4.87,4.96,5,4.91,4.87,4.96,4.7,t,2.78,0,1376,8,33
within an hour,0.97,1,t,1,t,t,Entire home/apt,4,1 bath,2,2,71,1,7,4,16,35,121,80,80,5,4.84,4.89,4.86,4.98,4.88,4.81,4.91,t,25.53,153,1132,4,42
within an hour,0.6,0.75,f,2,t,t,Entire home/apt,4,1 bath,1,2,161,2,1125,12,34,64,339,48,48,2,5,4.98,5,5,5,5,4.92,f,5.37,5,2871,8,47
within an hour,1,0.94,t,0,t,t,Entire home/apt,4,1 bath,1,2,97,30,1125,0,0,15,105,14,14,0,5,5,5,5,5,4.93,5,f,1.88,0,271,3,50
within an hour,1,1,t,0,t,t,Entire home/apt,4,1 bath,1,2,93,3,1125,9,20,38,38,49,49,7,4.98,5,4.94,5,5,4.96,4.96,f,5.79,91,2405,5,23
within an hour,1,0.99,t,5,t,t,Entire home/apt,4,1 bath,2,2,338,2,1125,4,28,58,333,26,26,1,4.85,4.96,4.96,4.96,4.77,4.96,4.65,t,12,343,1298,7,36
